Unnamed: 0,Tweet,len,metrics,source
3901,if true levi jose crazi we treat gazza like shit joe hart i gonna angri http_co iyon8lykwf,91,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",Twitter for Android
3902,thi part i think go need address amp mayb codifi if ever end danger person offic_presid need option protect amp get http_co q6ujix9mpp,148,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
3903,a good quot great ayn rand also known much anarch nice debunk whole idea anarcho capit simpli cannot exist harri binswang remind_us http_co sc8tzfy9ut,167,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3904,onlin_class like it realli hurt http_co j7djjiifld,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3905,have share starbuck decemb woman soul witch fire lioness heart hippi mouth sailor shirt partner appreci acknowledg sacrific realli_import well http_co xfblwb7sib http_co qciwgxh21l,199,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Blog2Social APP
3906,great_thread kip veri inform spot,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
3907,great piec i know go happen tuesday_octob 6 http_co fbp898nj3p,69,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3908,the ought to_be asham infant pathet littl caucasian incel inflat sens_entitl also pleas_call hun hon anyway unless think i 800_year old german better way patronis,180,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3909,mom suck dick i drool big_ass love fuck back http_co 62oeizqik2,70,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 54, 'quote_count': 0}",Twitter for iPhone
3910,anoth lie at_point stop feel_embarrass dementia,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3911,i simultan last_week life good life great http_co asmaj7qon7,67,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
3912,canon wh would siren 1 so know like outcast societi love none hate canon aaaaah tear start fall begin feel terrifi thought siren,134,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3913,aaahhhhhh im_so in love with thissss im realli excit for thi_fic airooooo aaah this airo,76,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
3914,i realli talk languag besid english kr count mind,51,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3915,tri hover car whilst_listen bad idea have stop hover everi 5 second hear banger stop andrea,99,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
3916,as bodi scar prove much_dislik i mean i never degre it antidepress particular realli mess_us even thing_happen hurt everyon around us,147,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3917,made_laugh realli i known,25,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3918,via senatorcollin clearli proud guy http_co 4qg67wngum,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad
3919,itu love warna silver rin,25,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3920,i love past_month inde crazi though i experienc god sever storm howev faith test past_month i still stand promis look_forward grace faith januari 2021 thank_share,190,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3921,i believ wrong regret_decis respect author sharehold decid lead compani better stephan hamish roger nayan,117,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
3922,im realli look_forward match the guy good place high score game last_week thi osimhen game,97,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3923,happi_birthday greenwood we love,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3924,it better tho asian father give gaze wait realiz,49,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 26, 'quote_count': 0}",Twitter for iPad
3925,thank tweet_stormi maiden solid rhi_kaori let power_tweet even later offici hashtag twitter parti duet_for love_jeydic,130,"{'retweet_count': 65, 'reply_count': 0, 'like_count': 45, 'quote_count': 0}",Twitter for iPhone
3926,said i dont owe word guy i dislik today feel power tbh,62,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",Twitter for Mac
3927,hahahaha ateee rememb i use scream much i love joker xue song listen omg pala kami ng tast ni sehun ate,104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3928,fire better dumpster manag,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3929,haah sister bella station come dey i joke program realli help ministri,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3930,i wish i e bike way home lol i super lucki flat bike path mani hill so i realli need comfort bike drive miss daisi style lol,130,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3931,i dreamt dog conan i chill peopl kind curl feet it realli_nice i miss_dearli,82,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
3932,nice great visit daughter awesom day,37,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3933,think capit bad bc alway miser wait week end man ok,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3934,i think i ever actual believ link arrest murder thi rock small goshen world 9_year ago hope justic closur soon http_co lcuvlhi7rf,145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
3935,first one think,15,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3936,all bayern if u say mbapp or neymar were better_than lewandoski then you lie manuel nauer best keeper alaba davi or kimmich then thiago simpl,147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3937,happi 60 anniversari dear_nation my_fellow compatriot matter go let put hope_continu pray better countri let stand firm dedic better dear_nation my_fellow youth time us wake http_co urxuwo3wiu,209,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3938,danni_jone meu deu omg i love you you like my tweet omg i_m dead http_co kngeyqi8dt,87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3939,someth evok qualiti love cute whether fall love look love find love everyth_els there pure innoc treatment get mean i find_ador,157,"{'retweet_count': 11, 'reply_count': 5, 'like_count': 80, 'quote_count': 5}",Twitter for Android
3940,dont worri im yeonbinist feel_pain,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
3941,yessir great fuckin time,24,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
3942,dada care magic creatur bc cool love anim http_co staebdgtx2,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3943,we unit we hate know support stand pleas judg cover,57,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3944,my fuck god i hate geomezon,30,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
3945,ahhhhh liv pleaseee i love thi ahhh i am in love ah please ah,50,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3946,cri lot babi satin die deserv_better,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3947,not guilti statist like act strategi obvious want look individu innoc happen war group competit mani least guilti stop bad member group,161,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3948,some would said we best manag crisi better anybodi_els http_co t1qvra1duv,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
3949,a_lot white_ppl harm still harm promot white_supremaci im realli asham want black_peopl take_charg make better world but didnt harm anyon,143,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3950,im_sure metaphor behind i think i understood first pic well kinda http_co lieuh30c4p,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3951,great shelf unit ideal max display min space,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
3952,when teach http_co vp8bgvjtub part someon stori when sad upset feel http_co pvziaxjsqb kind today give someon smile help hand they may need littl nudg,159,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3953,true and i suggest simpli i think probabl good news triest integr port deep europ i prefer german invest manag chines thank post,153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
3954,have read fine print it great,29,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3955,yo g gimmi holla got bit want ur_opinion,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3956,i love thank,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3957,daylight i wake feel_like play right,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3958,blue_moon moon_moon moon_blue moon you saw stand alon moon_moon moon_blue moon_without dream heart moon_moon moon_blue moon_without love,140,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3959,kayle bad jeff,15,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",MY NAME IS JEFF XD
3960,trend_our best_boy ten_with ten_lee tenle_great day_ten 13116167619351306272020 10_01t10 39_39 000z,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Microsoft Power Platform
3961,the_problem peopl like even_lebron somehow win two mvp two championship still recogn goat hate man,105,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3962,peac_uniti love_u,18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3963,i urg u emin oodua remain resolut it right time sowor join strongli new breed oodua restor oduduwa i think oodua need anoth uwazuruik agit freedom final journey either ur two face http_co khjeabcnem,225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3964,well better late_never i look 3 1_2 yr carnag and now they decid too_much whi so long to_figur it out kid in cage didn_t sway them,136,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for Android
3965,sanrio_poster giveaway win_6 sanrio_poster retweet join if winner follow get poster 3 favourit non villag charact end 24 hr feel_free share tag friend http_co pwjybwkyyj,184,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 4, 'quote_count': 2}",Twitter for Android
3966,dier better common knowledg,28,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
3967,you dm feel_comfort,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3968,listen someon thought much better number scale you prove anyth number realli mean anyth one person may think 7 10 good anoth may think bad,153,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3969,final_abl post i love laffey http_co ifkqw7pp5h,51,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",Twitter for iPad
3970,hate cash no money on_my bank_account,37,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
3971,ugh cant sleep hate,19,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
3972,happi situat think http_co jyahpewpxf,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3973,love_u rememb offer vent alway lt_33 alway tri repli asap goodnight lt_333,81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3974,i love hang amp levi much erwin kind_crazi,43,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
3975,as batch 2018_2019 u19 great ipl think bring yashasvi play 11 butler open smith 3 samson 4 thi also bring depth bat,126,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
3976,trend_our best_boy ten_with ten_lee tenle_great day_ten 13116167619057868802020 10_01t10 39_39 000z,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Microsoft Power Platform
3977,i rememb mari jane one least favourit track album but i idea could great song i love my tast must_chang last 25_year,124,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Tweetbot for iΟS
3978,it happen babi keep head queen god everyth_control love babi cri i promis god_bless 10x ask http_co xkbb4fa0yn,118,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3979,oh_ye just love backsid make want take drive kc,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3980,pleas_help us_serv better answer less 3_min click_link answer http_co geyh5l3a5c thank happi new_month,109,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3981,i live south wale nearli life i nearli 40 i swear i got know much better sinc start cycl 15_year ago don drive past place,130,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
3982,thi question pop alot mini paint i think like cloth skin need contrast look good metal abit everyth look odd wrong angl i prefer nmm metal effici armi depend,177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3983,trump fail to walk back hi troubl endors of a violent hate gro http_co xfvkh7qrqv via,96,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad
3984,i wanna bad wiggi fckn bad,27,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
3985,even anti love get mean lee jeno,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
3986,ben amp ben ehead 80 90 classic sound trip studi actual liter_anyth realli make,96,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
3987,you think bumb stupid right http_co 89f7uok2dg,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Buffer
3988,whenev_think referiger_lg brand_first strike_mind refreiger_also wash_machin t_v set_well see_lg home_sinc childhood_life s_good lg_thank http_co rrpdzoywhc,174,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3989,it delusion think ask left anyth worthwhil the jew part agenda concern palestinian russia we yahoodi nemesi jew far_left apicoro selfish name you cannot chang stripe,181,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3990,so i turn news marketign budget sheet super wrong peopl soooo angri tv good reason so,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3991,human think imposs,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twittbot.net
3992,it someth i wrestl mate i realli lost lot connect club late i button i flick chang happen hope bale back help,124,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 4, 'quote_count': 1}",Twitter for iPhone
3993,istg think govern control weather condit cuz like everytim public holiday night holiday day,102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3994,lmao i feel sorri simp nigga http_co it9l0eixxc,49,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
3995,gt extrem dinosaur someth s realli rockin on planet number three,69,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
3996,don love get friend lost citi,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
3997,i agre matt know lane stay lane make lane better http_co 7nwrfsgtlp,69,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
3998,i realli want buy rang rover it big dream day i bought i happi even i immun that i realiz excit happi reach goal process,141,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for Android
3999,hahahah yea all_the time dont feel_guilti noth sorri cix well,64,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4000,when i tire i bad_habit type bad,35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4001,i propos amend red_dress one i love red_dress doe remind blood murder babi drink everi_night seem closer would go,124,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
4002,new scarf know realli http_co qbsufiifcv,41,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android
4003,you guy must feel funki offer wtf,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4004,he realli ish,13,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4005,realli casual love girl anyth blackpink creat buzz lot articl also w_knetz prais girl ye kblink handl cb alon esp yg yg dumbass http_co 1zl12b3k5a,163,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4006,i wanna feel,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4007,great mtn,9,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4008,plausibl trump true relationship putin kremlin think 300 400 million win lose putin satisfi trump_perform debt paid full,127,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4009,georgia supremaci think,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4010,great hear enjoy laura,24,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4011,i love_u,8,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4012,all time i hate face,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4013,hoy love http_co z5czzyvcnv,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4014,i realli think buddi,22,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4015,matt 5 17 18 do_not think i jesu come_abolish law i not come_abolish but fulfil until heaven amp earth pass_away not singl jot not stroke pen disappear law until everyth accomplish http_co 9hglqcrvvv 9hglqcrv,208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4016,whi care think polit stfu republican trash,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4017,i love em,9,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4018,one thing i learn home ownership ever buy furnitur want speed decor process think thing thoroughli look option resourc lastli enjoy moment you get slowli sure,172,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",Twitter for Android
4019,stream thriller ghost is_scari 2 bad tnx love_u http_co kjmunqwmi5,67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4020,all anybodi say check i think go_slow sticker remov process much hundr dumb ars boy countri,103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
4021,i restless design project final_week i think i alway find_comfort whenev i read korean word even i understand today i saw bookmark made feel littl okay and i want share mayb need http_co pabpnaopfg,206,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android
4022,cri hate,8,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4023,probabl lol anxieti realli bad tonight,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4024,a brief histori taxpay chief from lincoln trump_presid attitud_toward tax shape public attitud_toward margaret o mara 10_01 2020 http_co 6pyzejpnzh,158,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4025,love imag,10,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPad
4026,i say stop_spread fake propaganda proof consum_drug peopl like u support actual druggi bollywood spread_hate good human,131,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4027,instead realli tri pack i put mirror hallway http_co ibl5yfurqi,67,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",Twitter for Android
4028,day think,9,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4029,aboki na aboki joor lol realli born suffer lifeless peopl,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
4030,i think miss bori_johnson uk_govern list so nicola sturgeon peter murrel scottish govern bori_johnson uk_govern disrespect scottish parliament past fortnight what revel http_co gocodbs6b,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4031,the_hidden sthe_hidden secret_by trump_expos news_updat trump_hidden great_secret american_but expos_find out_the secret_here http_co kvpqv0ltan,152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4032,i would_interest see job descript wall street strategist in basebal get hit 1 3 time prolong period get hall fame how_often strategist right not_bad job eh,172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4033,beat cowboy better tho right,29,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4034,still bring happi overwhelm feel_guilt i dont develop code free i copi peopl hypocrit fuck zipper mouth face http_co tmetwv8eyq,144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4035,i so_sorri love hope you well,29,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4036,absolut in love http_co orykvwsi,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
4037,great_job teach indoctrin http_co yvioqndpc5,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4038,sound great but mayb_could afford someth or someth good,63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4039,i expect feel miss someth,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4040,realli great film watch film 10 nation intern nomin go watch jungle film youtub_channel blouseshortfilm_outnow http_co wgxso2bwfh,147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4041,even tiger love mahn i cant have shit in thi hous http_co uanslagfh,72,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone
4042,triffani_ligawan stage_troy tiffani_love oq,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4043,that said wonder one easi way make someon love happi come visit us it two_bird one_stone kind_situat rt like enjoy http_co 0ec9qnuzmb,146,"{'retweet_count': 63, 'reply_count': 0, 'like_count': 256, 'quote_count': 1}",Twitter for iPhone
4044,reduc sens_entitl hype sometim import person think import http_co 7gnxkjw5v6,92,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Twitter for Android
4045,send_love prayer way i sorri,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4046,i feel http_co 0j6g5bhnmp,26,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4047,think billionair go sit still tax,40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4048,doctor make feel better http_co alxunmppgi,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4049,if hardwar hardwar softwar googl make better softwar make hardwar,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4050,think quit subject feel longest year life sinc 10_year old,65,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4051,deepli desper realli want start hrt realli realli want,59,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4052,love articl,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4053,love_uu soo_much,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4054,love_letter love much everyth uniqu special that truli make amaz person never_chang anyon anyth forev alway girl_heart alway anon,147,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4055,it logic i think,18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4056,congratul proud love http_co sulbsm5yjx,46,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone
4057,honestli i dont think ever hinder anyon we got back player play poorli fan club we big club_player doesnt perform amp cant handl stick doesnt belong club if stick,172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4058,i think i would get even close pop bubbl wrap squar tonight,65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4059,that rod win say better stick know they look_like fool tri imit real soldier combat,92,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4060,21_year ago_today one_best day life i honestli know i would without amaz woman life i love ali happi anniversari http_co 9iufpsdf1a,137,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
4061,feel_attack http_co jfwprykotf,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4062,that realli debat,18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4063,i still love,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
